orig,kr
風属性ダメージ(特大)/自分にカウンター効果(被ダメージ/*回)/敵対心UP


ツヴァイ・シェーデル,츠바이 섀델
とある悪戯好きな技師がハロウィンの夜に遭遇したお化けを模って作った籠手。当人は背後からそっと差し出して人を驚かせる悪戯道具として作ったつもりだったが、精緻かつ頑丈に作られた造形はパペット遊びが好きな子供から派手な挌闘ショーの花形選手にまで、大いに人気を博している。
ゼルトザーム
闇属性ダメージ(特大)/自分のトリプルアタック確率UP/与ダメージ上昇効果
パープル・ブロウ
闇属性キャラがトリプルアタック発動時に*回目の攻撃に闇属性追撃効果


ディアドリックハート,디아볼릭 하트
真竜ディアドラの被毛によって装飾された鈎爪であるが、鮮やかな緑色から打って変わって、仄かな桃色を帯びている。その色の由来は、真竜ディアドラのみぞ知る。
心護る爪


黒銀の滅爪,흑은의 멸조
無間の闇は至りし者を呑む一切の災禍を祓う。創世の破壊を宿す鉤爪は、その威によってあらゆる暴虐を生み、永劫の静寂に君臨する。,"무간의 어둠은 다다른 자를 집어삼키는 일체의 재앙과 화를 불제한다. 창세의 파괴를 담은 손톱은, 그 위세로 인해 온갖 포학을 만들어내며, 영겁의 정적에 군림한다."
カタストロフィ・レイ,카타스트로피 레이
カタストロフィ・レイ＋,카타스트로피 레이＋
闇属性ダメージ(特大)/闇属性キャラにカウンター効果(被ダメージ/*回),암속성 데미지(특대)/암속성 캐릭터에게 카운터 효과(받는 데미지/*회)
禍滅の支配者,화멸(禍滅)의 지배자
闇属性キャラの攻撃力上昇(極大),암속성 캐릭터의 공격력 상승(극대)
アストラル・クロー,아스트랄 클로
闇属性キャラが連続攻撃発動時に通常攻撃ダメージ上限UP<br>◆メイン装備時,암속성 캐릭터가 연속 공격 발동시에 통상 공격 데미지 상한UP<br>◆메인 장비시


火雷大神,호노이카즈치
夜叉の腕より放たれる刹那の閃刃は大雷の如く空を迸り、深奥なる闇を彼方へ斥ける。怨嗟に身を焦がし激情に駆られたその者は、寄る辺無き孤独を抱き因縁に終止符を打たん。
倣狼・夜叉閃刃
六波羅蜜の攻刃
神狼の業
毎ターン連続攻撃確率UP ◆メイン装備時/主人公のみ/被ダメージで解除


絶拳,절권
忠勇義烈の志を持った者のみが扱うことを許された手甲。振るう場所、振るう相手がいくら変わろうとも、その拳に込めた想いは決して折れることはない。抱き続ける己の理想が、いつか現実になるその日まで。
崩天烈火
火属性ダメージ(特大)/火属性防御DOWN(累積)


プレデタークロー,프레데터 클로
有象無象の命を屠る殺し屋の爪は肥大し、紅く、朱く染まっていく。全ては不幸を齎した極悪人の喉笛を掻っ切り、血濡れた復讐を遂げるため。
ダークネスクロウ,다크니스 클로


十天光輝の鉤爪,십천광휘의 손톱

空爪血裂,공조혈열


硬式ナッコォ
ヒーローに憧れた少年が拾い集めたパーツを組み立てて作った拳。球体部にはクッションが詰められており、どんなに硬い岩盤に叩きつけても痛くない。技を繰り出す時は拳の名を高らかに叫ぶと威力が増す、かもしれない。
W・ロケットパァンチ！
土属性ダメージ(特大)/気絶効果
アンバー・アーツ


修武の籠手
厳しい修行を乗り越えた者だけが手にすることを許された籠手。ひと度身に着ければ山すら揺さぶる精霊の力が漲り、黄金に輝く拳を突き出せば如何なる岩盤も忽ち穿たれる。
涓滴岩穿
武器属性ダメージ(特大)/自分に被ダメージ吸収効果
悟りし僧兵の賦性
"<span class=""text-small"">研ぎ澄まされし一撃による武芸Lv上昇量UP/ターン終了時に瀕死状態の時の武芸Lv減少量が*に変更　◆メイン装備時</span>"
悟りし僧兵の極み
武芸百般によるダメージ発動時、敵全体に攻防DOWN(累積)<br>◆メイン装備時


サマージェネシス
見る者によって姿を変える聖鳥と大いなる竜の形をしたグローブ。見た目は子供の玩具のようだが、手に嵌めてひと突きすれば魔物の群れを簡単に吹き飛ばすほどの威力を秘めている。
ユナイト・ソウル
闇属性ダメージ(特大)/味方全体に吸収効果


ウィルナス・フィンガー,윌나스 핑거
其は陽を食らう火竜の爪なり。世を彩る六色の摂理より外れし特異の色を滅せんがため、ひと度振るえば果て無き空を悉く朱に染めん。
ハドロン・クロー,하드론 클로
炎威の背水
火属性キャラのHPが少ないほど攻撃力が上昇(特大)
朱の誓約
火属性キャラのHPが少ないほど与ダメージ上昇


スファライ
その拳は不惜身命の一撃。死地において活路を見出し、生命と引き換えに解き放たれた闘志は、肉体のみならず魂までをも穿つ。
トライロック・スマッシュ
古代の闘術
装備している「格闘」の数が多いほど攻撃力上昇


スピリット・オブ・マナ,스피릿 오브 마나
夜空に煌めく星の風情を纏いし美姫は騎空士の武勇を讃え手甲を授けた。厳き岩をも削ぎし猛き水を思わす一撃は、あらゆる障壁を穿ち貫く。
エウリプス
水属性ダメージ(特大)/味方全体に与ダメージ上昇効果/通常攻撃のダメージ上限UP


シャドバデバイス
ヒイロ達の世界で普遍的に流通している機械。「バトル！　シャドウバース！」の掛け声と共に、腕に装着したバングルが変形する。バングルにスマホを取り付けることで、仮想現実システムを利用した臨場感あふれるシャドバ体験ができる。
プレイ・スペルカード
火属性ダメージ(特大)/自分の攻撃UP
シャドバプレイヤー
起死回生の一枚
"<span class=""text-small"">自分が瀕死状態の場合一度だけターン終了時に自分が即座に奥義発動可能/奥義性能UP(*回)　◆メイン装備時/主人公のみ</span>"


ファントムクロー
土に還りし獣の遺骨は、練達した職人の手によって新たなる生命を宿す。荒々しくも突き出た青白き二本の爪は、肉体を持たぬ者をも切り裂き、その根源を断つ。
デュアル・ミラージュ
光属性ダメージ(特大)/味方全体に与ダメージ上昇効果
シャインオブアームズ


キス・オブ・ザ・デビル,키스 오브 더 데빌
"其は誘惑の""悪魔""より齎されし爪。混乱と恐慌を纏う斬撃で、数多を破滅へと引き込む。"
火属性ダメージ(特大)/自分が効果時間中アビリティ性能大幅UP
力と悪魔の誘惑
"<span class=""text-small"">火属性キャラの攻撃力上昇(特大)/赤熱が付与されている敵に対して与ダメージ上昇　◆メイン装備時</span>"


ホープナックル
眩き生命の奔流を表したかのように光り輝くその拳は、何度でも果てなき栄光へと挑む運命にある。何度ままならぬ現実に地を叩くことになったとしても、不屈を貫いた先にいつかその使い手は真なる希望を掴むことだろう。
ライトニングハウンド
光属性ダメージ(特大)/味方全体のクリティカル確率UP
ライト・ブロウ
光属性キャラがトリプルアタック発動時に*回目の攻撃に光属性追撃効果


グラナート・オブ・ウェールズ
アグロヴァルがこよなく愛飲する、ウェールズ産の石榴を使用した醸造酒。甘酸っぱさの後に残る円熟した優雅な口当たりは、飲む者をいとも容易く虜にするため重要な外交の席などでも振る舞われる。中でも特に出来の良い年に作られたものは、コレクターも多く市場において常に高値で取引されており、宝石などの資産と同じように扱われるという。
至高の味わい
光属性ダメージ(特大)/味方全体にバリア効果,광속성 데미지(특대) / 아군 전체에게 배리어 효과


宿命鉄拳
最後の武器は、堅く握りしめた宿命鉄拳（デスティニーナックル）。ツッパる理由はひとつじゃない。ある時は親友（マブ）のため、ある時は己のケジメをつけるため。だが宿命に立ち向かうための拳はひとつでいい。４つ穴の鉄拳にありったけのプライドと魂を込めて、ぶちかませ。
レッツ・ダンス


メルヴェイユ
生花とリボンで作った華やかなコサージュ。貴婦人の美しさを引き立てる装飾品として作られたが、魔力を帯びた花粉には魔物を払う効果があり、手首につけて香りを振りまくように使う者もいる。
ラフィーネ
土属性ダメージ(特大)/自分に吸収効果


ノーフェイス,노 페이스
入り混じり、絡み合う精神は自我を失い、歪なひとつの集合体となる。剥がれ落ちた白い欠片に宿るのは、失くした自我を求める渇望か、創世の神をも模らんとする驕りか。
ヒドゥン・ゼルプスト
界の剛毅
土属性キャラのHPが少ないほど与ダメージ上昇


瑠璃茉莉髪帯
イシュミールが身につけている髪飾り。水気にも熱にも強い素材で作られており、髪につけたままサウナを楽しむことが出来る。吸水性に優れており、冷水を染み込ませれば、のぼせた時の熱さましとして使用することも可能。
情熱の花
火属性ダメージ(特大)/味方全体の攻撃UP(累積)
